Provinsi,NamaKab/Kota,KodeKab/Kota,Jenis kelamin,Jumlah IndividuUsia di bawah 6 tahun,Jumlah IndividuUsia 6 - 14 tahun,Jumlah IndividuUsia 15 - 44 tahun,Jumlah IndividuUsia 45 - 59 tahun,Jumlah IndividuUsia 60 tahun ke atas
SULAWESI TENGGARA,BUTON SELATAN,7415,P,"3,295","6,151","9,525","2,562","2,307"
SULAWESI TENGGARA,BUTON SELATAN,7415,L,"3,406","6,574","10,261","2,310","1,709"
SULAWESI TENGGARA,KOTA KENDARI,7471,P,"4,781","8,732","20,003","4,260","1,473"
SULAWESI TENGGARA,KOTA KENDARI,7471,L,"5,056","9,703","20,995","4,784","1,508"
SULAWESI TENGGARA,KOTA BAUBAU,7472,P,"3,266","6,252","12,376","3,327","2,326"
SULAWESI TENGGARA,KOTA BAUBAU,7472,L,"3,547","6,773","13,187","3,049","1,620"
GORONTALO,BOALEMO,7501,P,"2,870","6,680","13,796","4,257","2,179"
GORONTALO,BOALEMO,7501,L,"3,007","7,225","15,764","4,597","2,152"
GORONTALO,GORONTALO,7502,P,"8,659","19,208","43,509","14,047","7,712"
GORONTALO,GORONTALO,7502,L,"9,164","20,149","48,372","14,730","7,107"
GORONTALO,POHUWATO,7503,P,"2,570","5,766","11,592","3,316","1,511"
GORONTALO,POHUWATO,7503,L,"2,757","6,158","13,180","3,749","1,644"
GORONTALO,BONE BOLANGO,7504,P,"3,087","6,717","13,194","4,066","2,564"
GORONTALO,BONE BOLANGO,7504,L,"3,265","7,128","15,087","4,434","2,245"
GORONTALO,GORONTALO UTARA,7505,P,"2,652","5,914","11,491","3,275","1,779"
GORONTALO,GORONTALO UTARA,7505,L,"2,788","6,162","12,487","3,675","1,861"
GORONTALO,KOTA GORONTALO,7571,P,"2,519","5,987","12,223","4,108","2,161"
GORONTALO,KOTA GORONTALO,7571,L,"2,710","6,575","13,249","4,040","1,587"
SULAWESI BARAT,MAJENE,7601,P,"5,334","10,695","19,029","4,999","3,266"
SULAWESI BARAT,MAJENE,7601,L,"5,462","11,289","19,759","4,920","2,633"
SULAWESI BARAT,POLEWALI MANDAR,7602,P,"9,691","20,898","40,068","12,607","8,632"
SULAWESI BARAT,POLEWALI MANDAR,7602,L,"10,285","22,608","42,846","11,386","6,376"
SULAWESI BARAT,MAMASA,7603,P,"4,371","10,269","19,539","5,514","3,221"
SULAWESI BARAT,MAMASA,7603,L,"4,659","11,350","21,684","5,482","3,583"
SULAWESI BARAT,MAMUJU,7604,P,"5,265","9,904","17,966","4,096","2,418"
SULAWESI BARAT,MAMUJU,7604,L,"5,827","10,617","19,128","4,145","2,431"
SULAWESI BARAT,MAMUJU UTARA,7605,P,"2,563","5,494","10,108","2,110",932
SULAWESI BARAT,MAMUJU UTARA,7605,L,"2,814","5,852","10,706","2,500","1,056"
SULAWESI BARAT,MAMUJU TENGAH,7606,P,"1,799","3,477","6,520","1,705",906
SULAWESI BARAT,MAMUJU TENGAH,7606,L,"1,867","3,881","6,963","1,757","1,052"
MALUKU,MALUKU TENGGARA BARAT,8101,P,"3,365","7,440","11,535","4,247","2,668"
MALUKU,MALUKU TENGGARA BARAT,8101,L,"3,594","8,117","12,141","4,309","2,713"
MALUKU,MALUKU TENGGARA,8102,P,"2,806","5,671","8,202","2,545","1,396"
MALUKU,MALUKU TENGGARA,8102,L,"2,982","6,267","8,782","2,645","1,307"
MALUKU,MALUKU TENGAH,8103,P,"9,462","20,467","38,624","12,065","6,573"
MALUKU,MALUKU TENGAH,8103,L,"10,075","22,201","40,510","11,959","7,122"
MALUKU,BURU,8104,P,"2,717","5,596","9,318","1,966",867
MALUKU,BURU,8104,L,"3,004","6,258","9,498","2,411","1,094"
MALUKU,KEPULAUAN ARU,8105,P,"2,872","4,898","7,138","2,179",996
MALUKU,KEPULAUAN ARU,8105,L,"3,206","5,388","7,552","2,511","1,130"
MALUKU,SERAM BAGIAN BARAT,8106,P,"6,126","13,158","21,013","5,555","2,745"
MALUKU,SERAM BAGIAN BARAT,8106,L,"6,491","14,219","22,878","5,958","3,069"
MALUKU,SERAM BAGIAN TIMUR,8107,P,"2,942","6,166","9,107","2,706","1,075"
MALUKU,SERAM BAGIAN TIMUR,8107,L,"3,267","6,924","9,111","2,822","1,216"
MALUKU,MALUKU BARAT DAYA,8108,P,"2,986","5,690","9,040","3,292","2,429"
MALUKU,MALUKU BARAT DAYA,8108,L,"3,309","6,178","9,728","3,338","2,354"
MALUKU,BURU SELATAN,8109,P,"1,704","3,902","6,338","1,658",629
MALUKU,BURU SELATAN,8109,L,"1,886","4,417","6,833","1,726",780
MALUKU,KOTA AMBON,8171,P,"4,470","9,326","19,879","5,839","3,470"
MALUKU,KOTA AMBON,8171,L,"4,786","10,350","20,705","5,529","2,882"
MALUKU,KOTA TUAL,8172,P,"1,573","3,023","5,119","1,518",751
MALUKU,KOTA TUAL,8172,L,"1,580","3,235","5,231","1,477",719
MALUKU UTARA,HALMAHERA BARAT,8201,P,"1,736","4,171","6,994","1,835","1,135"
MALUKU UTARA,HALMAHERA BARAT,8201,L,"1,890","4,321","7,653","2,093","1,150"
MALUKU UTARA,HALMAHERA TENGAH,8202,P,986,"2,642","4,212","1,245",621
MALUKU UTARA,HALMAHERA TENGAH,8202,L,"1,059","2,788","4,490","1,417",680
MALUKU UTARA,KEPULAUAN SULA,8203,P,"1,140","2,836","4,528","1,238",542
MALUKU UTARA,KEPULAUAN SULA,8203,L,"1,155","3,161","4,699","1,328",514
MALUKU UTARA,HALMAHERA SELATAN,8204,P,"2,626","6,553","10,715","2,920","1,344"
MALUKU UTARA,HALMAHERA SELATAN,8204,L,"2,789","7,301","11,646","3,230","1,564"
MALUKU UTARA,HALMAHERA UTARA,8205,P,"1,985","4,644","6,829","1,637",703
MALUKU UTARA,HALMAHERA UTARA,8205,L,"1,940","4,898","7,280","1,871",780
MALUKU UTARA,HALMAHERA TIMUR,8206,P,"1,294","3,022","6,309","1,772",967
MALUKU UTARA,HALMAHERA TIMUR,8206,L,"1,440","3,243","6,864","1,934","1,195"
MALUKU UTARA,PULAU MOROTAI,8207,P,"1,121","2,519","3,720",831,360
MALUKU UTARA,PULAU MOROTAI,8207,L,"1,219","2,751","4,130",968,466
MALUKU UTARA,PULAU TALIABU,8208,P,600,"1,408","2,411",583,356
MALUKU UTARA,PULAU TALIABU,8208,L,660,"1,562","2,502",617,381
MALUKU UTARA,KOTA TERNATE,8271,P,708,"1,825","3,321","1,149",700
MALUKU UTARA,KOTA TERNATE,8271,L,813,"1,970","3,437","1,047",547
MALUKU UTARA,KOTA TIDORE KEPULAUAN,8272,P,988,"2,701","6,017","2,038","1,188"
MALUKU UTARA,KOTA TIDORE KEPULAUAN,8272,L,"1,124","2,906","6,483","1,987","1,023"
PAPUA BARAT,FAKFAK,9101,P,"2,350","4,103","8,252","2,180",671
PAPUA BARAT,FAKFAK,9101,L,"2,516","4,366","8,619","2,478",937
PAPUA BARAT,KAIMANA,9102,P,"1,299","2,509","4,320","1,168",264
PAPUA BARAT,KAIMANA,9102,L,"1,501","2,887","4,433","1,358",321
PAPUA BARAT,TELUK WONDAMA,9103,P,"1,115","1,666","2,539",672,242
PAPUA BARAT,TELUK WONDAMA,9103,L,"1,230","1,737","2,739",810,250
PAPUA BARAT,TELUK BINTUNI,9104,P,"1,668","2,821","5,443","1,183",249
PAPUA BARAT,TELUK BINTUNI,9104,L,"1,931","3,271","5,421","1,444",393
PAPUA BARAT,MANOKWARI,9105,P,"2,457","4,480","10,198","2,632","1,007"
PAPUA BARAT,MANOKWARI,9105,L,"2,749","4,986","10,576","2,622","1,169"
PAPUA BARAT,SORONG SELATAN,9106,P,"1,248","2,417","4,080",862,234
PAPUA BARAT,SORONG SELATAN,9106,L,"1,338","2,605","4,006","1,005",274
PAPUA BARAT,SORONG,9107,P,"2,124","3,771","7,074","2,134",829
PAPUA BARAT,SORONG,9107,L,"2,312","4,197","7,622","2,356","1,199"
PAPUA BARAT,RAJA AMPAT,9108,P,"1,908","3,107","4,724","1,157",323
PAPUA BARAT,RAJA AMPAT,9108,L,"2,111","3,430","4,892","1,406",481
PAPUA BARAT,TAMBRAUW,9109,P,822,"1,263","2,305",581,131
PAPUA BARAT,TAMBRAUW,9109,L,"1,009","1,412","2,370",659,189
PAPUA BARAT,MAYBRAT,9110,P,665,"1,458","3,602","1,287",511
PAPUA BARAT,MAYBRAT,9110,L,715,"1,606","3,364","1,320",531
PAPUA BARAT,MANOKWARI SELATAN,9111,P,946,"1,523","3,789",850,240
PAPUA BARAT,MANOKWARI SELATAN,9111,L,928,"1,578","4,040",935,308
PAPUA BARAT,PEGUNUNGAN ARFAK,9112,P,"1,038","2,051","6,861","1,049",101
PAPUA BARAT,PEGUNUNGAN ARFAK,9112,L,"1,011","2,363","6,543","1,208",145
PAPUA BARAT,KOTA SORONG,9171,P,"3,409","6,557","12,608","3,073","1,026"
PAPUA BARAT,KOTA SORONG,9171,L,"3,815","7,321","13,146","3,281","1,250"
PAPUA,MERAUKE,9401,P,"2,434","6,127","13,331","3,669","1,295"
PAPUA,MERAUKE,9401,L,"2,868","6,928","14,774","3,956","1,843"
PAPUA,JAYAWIJAYA,9402,P,619,"2,128","10,545","2,965",116
PAPUA,JAYAWIJAYA,9402,L,717,"2,543","10,067","3,325",268
PAPUA,JAYAPURA,9403,P,"2,311","4,513","8,796","2,515",906
PAPUA,JAYAPURA,9403,L,"2,556","5,057","9,209","2,818","1,206"
PAPUA,NABIRE,9404,P,"1,133","2,848","8,212","2,470",777
PAPUA,NABIRE,9404,L,"1,333","3,276","8,694","2,883","1,091"
PAPUA,KEPULAUAN YAPEN,9408,P,"1,296","2,930","7,388","1,986",711
PAPUA,KEPULAUAN YAPEN,9408,L,"1,506","3,302","7,737","2,103",771
PAPUA,BIAK NUMFOR,9409,P,"3,489","6,123","12,795","3,897","1,615"
PAPUA,BIAK NUMFOR,9409,L,"3,865","6,662","13,793","3,859","1,616"
PAPUA,PANIAI,9410,P,"1,108","2,594","6,586",760,100
PAPUA,PANIAI,9410,L,"2,014","4,006","6,726","1,036",113
PAPUA,PUNCAK JAYA,9411,P,"1,056","2,211","7,347","1,004",48
PAPUA,PUNCAK JAYA,9411,L,"1,367","2,980","7,373","1,423",80
PAPUA,MIMIKA,9412,P,"2,986","5,415","13,213","2,665",554
PAPUA,MIMIKA,9412,L,"3,447","6,435","13,593","3,106",750
PAPUA,BOVEN DIGOEL,9413,P,"1,579","2,604","5,163","1,040",188
PAPUA,BOVEN DIGOEL,9413,L,"1,906","2,994","5,360","1,268",223
PAPUA,MAPPI,9414,P,"2,632","5,708","11,934","2,004",381
PAPUA,MAPPI,9414,L,"2,995","6,571","12,016","2,263",450
PAPUA,ASMAT,9415,P,"3,521","4,735","11,234","1,872",289
PAPUA,ASMAT,9415,L,"4,000","5,542","11,210","2,259",475
PAPUA,YAHUKIMO,9416,P,"1,104","2,370","9,683","1,398",83
PAPUA,YAHUKIMO,9416,L,"1,856","3,911","10,361","1,862",225
PAPUA,PEGUNUNGAN BINTANG,9417,P,"1,874","4,958","12,117","2,046",131
PAPUA,PEGUNUNGAN BINTANG,9417,L,"2,307","6,157","11,781","3,054",232
PAPUA,TOLIKARA,9418,P,463,859,"3,988",628,23
PAPUA,TOLIKARA,9418,L,475,"1,222","4,214",734,59
PAPUA,SARMI,9419,P,642,968,"2,051",463,117
PAPUA,SARMI,9419,L,709,"1,114","2,236",553,172
PAPUA,KEEROM,9420,P,935,"2,097","5,499","1,582",501
PAPUA,KEEROM,9420,L,943,"2,354","5,689","1,746",701
PAPUA,WAROPEN,9426,P,304,667,"1,497",453,193
PAPUA,WAROPEN,9426,L,319,709,"1,540",504,197
PAPUA,SUPIORI,9427,P,500,"1,190","1,847",656,287
PAPUA,SUPIORI,9427,L,546,"1,297","1,929",723,336
PAPUA,MAMBERAMO RAYA,9428,P,193,399,827,150,24
PAPUA,MAMBERAMO RAYA,9428,L,199,520,877,173,45
PAPUA,NDUGA,9429,P,0,0,0,0,0
PAPUA,NDUGA,9429,L,0,0,0,0,0
PAPUA,LANNY JAYA,9430,P,599,"1,938","5,186","1,036",19
PAPUA,LANNY JAYA,9430,L,692,"2,373","4,897","1,409",140
PAPUA,MAMBERAMO TENGAH,9431,P,46,286,636,51,8
PAPUA,MAMBERAMO TENGAH,9431,L,49,270,696,82,8
PAPUA,YALIMO,9432,P,212,"3,417","6,296","1,175",98
PAPUA,YALIMO,9432,L,222,"3,776","6,423","1,600",205
PAPUA,PUNCAK,9433,P,330,"1,293","11,207","2,934",113
PAPUA,PUNCAK,9433,L,400,"1,615","11,098","3,903",231
PAPUA,DOGIYAI,9434,P,507,911,"3,860",581,54
PAPUA,DOGIYAI,9434,L,721,"1,264","3,794",731,96
PAPUA,INTAN JAYA,9435,P,18,52,162,37,0
PAPUA,INTAN JAYA,9435,L,22,74,201,48,0
PAPUA,DEIYAI,9436,P,763,"1,643","3,087",349,5
PAPUA,DEIYAI,9436,L,820,"1,765","2,879",303,7
PAPUA,KOTA JAYAPURA,9471,P,"3,294","6,365","16,427","4,166","1,773"
PAPUA,KOTA JAYAPURA,9471,L,"3,588","6,973","17,552","4,202","1,848"
