Provinsi,NamaKab/Kota,KodeKab/Kota,Bahan bakar memasak,Jumlah rumah tangga
KALIMANTAN SELATAN,KOTA BANJARMASIN,6371,Listrik/Gas,"19,313"
KALIMANTAN SELATAN,KOTA BANJARMASIN,6371,Minyak tanah,"11,904"
KALIMANTAN SELATAN,KOTA BANJARMASIN,6371,Briket/Arang/Kayu,"4,870"
KALIMANTAN SELATAN,KOTA BANJARMASIN,6371,Tidak memasak di rumah,546
KALIMANTAN SELATAN,KOTA BANJAR BARU,6372,Listrik/Gas,"5,787"
KALIMANTAN SELATAN,KOTA BANJAR BARU,6372,Minyak tanah,"1,553"
KALIMANTAN SELATAN,KOTA BANJAR BARU,6372,Briket/Arang/Kayu,"3,319"
KALIMANTAN SELATAN,KOTA BANJAR BARU,6372,Tidak memasak di rumah,122
KALIMANTAN SELATAN,TOTAL,"62,811",Listrik/Gas,"29,180"
KALIMANTAN SELATAN,TOTAL,"62,811",Minyak tanah,"151,611"
KALIMANTAN SELATAN,TOTAL,"62,811",Briket/Arang/Kayu,"2,289"
KALIMANTAN TIMUR,PASER,6401,Listrik/Gas,"13,755"
KALIMANTAN TIMUR,PASER,6401,Minyak tanah,255
KALIMANTAN TIMUR,PASER,6401,Briket/Arang/Kayu,"7,336"
KALIMANTAN TIMUR,PASER,6401,Tidak memasak di rumah,80
KALIMANTAN TIMUR,KUTAI BARAT,6402,Listrik/Gas,"4,185"
KALIMANTAN TIMUR,KUTAI BARAT,6402,Minyak tanah,46
KALIMANTAN TIMUR,KUTAI BARAT,6402,Briket/Arang/Kayu,"5,895"
KALIMANTAN TIMUR,KUTAI BARAT,6402,Tidak memasak di rumah,24
KALIMANTAN TIMUR,KUTAI KARTANEGARA,6403,Listrik/Gas,"28,693"
KALIMANTAN TIMUR,KUTAI KARTANEGARA,6403,Minyak tanah,162
KALIMANTAN TIMUR,KUTAI KARTANEGARA,6403,Briket/Arang/Kayu,"6,673"
KALIMANTAN TIMUR,KUTAI KARTANEGARA,6403,Tidak memasak di rumah,291
KALIMANTAN TIMUR,KUTAI TIMUR,6404,Listrik/Gas,"16,017"
KALIMANTAN TIMUR,KUTAI TIMUR,6404,Minyak tanah,77
KALIMANTAN TIMUR,KUTAI TIMUR,6404,Briket/Arang/Kayu,"6,167"
KALIMANTAN TIMUR,KUTAI TIMUR,6404,Tidak memasak di rumah,73
KALIMANTAN TIMUR,BERAU,6405,Listrik/Gas,"2,374"
KALIMANTAN TIMUR,BERAU,6405,Minyak tanah,253
KALIMANTAN TIMUR,BERAU,6405,Briket/Arang/Kayu,"5,312"
KALIMANTAN TIMUR,BERAU,6405,Tidak memasak di rumah,30
KALIMANTAN TIMUR,PENAJAM PASER UTARA,6409,Listrik/Gas,"8,386"
KALIMANTAN TIMUR,PENAJAM PASER UTARA,6409,Minyak tanah,59
KALIMANTAN TIMUR,PENAJAM PASER UTARA,6409,Briket/Arang/Kayu,"2,026"
KALIMANTAN TIMUR,PENAJAM PASER UTARA,6409,Tidak memasak di rumah,32
KALIMANTAN TIMUR,MAHAKAM HULU,6411,Listrik/Gas,350
KALIMANTAN TIMUR,MAHAKAM HULU,6411,Minyak tanah,0
KALIMANTAN TIMUR,MAHAKAM HULU,6411,Briket/Arang/Kayu,"1,762"
KALIMANTAN TIMUR,MAHAKAM HULU,6411,Tidak memasak di rumah,1
KALIMANTAN TIMUR,KOTA BALIKPAPAN,6471,Listrik/Gas,"23,044"
KALIMANTAN TIMUR,KOTA BALIKPAPAN,6471,Minyak tanah,646
KALIMANTAN TIMUR,KOTA BALIKPAPAN,6471,Briket/Arang/Kayu,681
KALIMANTAN TIMUR,KOTA BALIKPAPAN,6471,Tidak memasak di rumah,322
KALIMANTAN TIMUR,KOTA SAMARINDA,6472,Listrik/Gas,"24,047"
KALIMANTAN TIMUR,KOTA SAMARINDA,6472,Minyak tanah,976
KALIMANTAN TIMUR,KOTA SAMARINDA,6472,Briket/Arang/Kayu,"1,949"
KALIMANTAN TIMUR,KOTA SAMARINDA,6472,Tidak memasak di rumah,342
KALIMANTAN TIMUR,KOTA BONTANG,6474,Listrik/Gas,"7,056"
KALIMANTAN TIMUR,KOTA BONTANG,6474,Minyak tanah,80
KALIMANTAN TIMUR,KOTA BONTANG,6474,Briket/Arang/Kayu,279
KALIMANTAN TIMUR,KOTA BONTANG,6474,Tidak memasak di rumah,25
KALIMANTAN TIMUR,TOTAL,"127,907",Listrik/Gas,"2,554"
KALIMANTAN TIMUR,TOTAL,"127,907",Minyak tanah,"38,080"
KALIMANTAN TIMUR,TOTAL,"127,907",Briket/Arang/Kayu,"1,220"
KALIMANTAN UTARA,MALINAU,6501,Listrik/Gas,52
KALIMANTAN UTARA,MALINAU,6501,Minyak tanah,"1,186"
KALIMANTAN UTARA,MALINAU,6501,Briket/Arang/Kayu,"3,412"
KALIMANTAN UTARA,MALINAU,6501,Tidak memasak di rumah,4
KALIMANTAN UTARA,BULUNGAN,6502,Listrik/Gas,637
KALIMANTAN UTARA,BULUNGAN,6502,Minyak tanah,511
KALIMANTAN UTARA,BULUNGAN,6502,Briket/Arang/Kayu,"4,232"
KALIMANTAN UTARA,BULUNGAN,6502,Tidak memasak di rumah,15
KALIMANTAN UTARA,TANA TIDUNG,6503,Listrik/Gas,23
KALIMANTAN UTARA,TANA TIDUNG,6503,Minyak tanah,211
KALIMANTAN UTARA,TANA TIDUNG,6503,Briket/Arang/Kayu,459
KALIMANTAN UTARA,TANA TIDUNG,6503,Tidak memasak di rumah,0
KALIMANTAN UTARA,NUNUKAN,6504,Listrik/Gas,"4,056"
KALIMANTAN UTARA,NUNUKAN,6504,Minyak tanah,938
KALIMANTAN UTARA,NUNUKAN,6504,Briket/Arang/Kayu,"7,887"
KALIMANTAN UTARA,NUNUKAN,6504,Tidak memasak di rumah,19
KALIMANTAN UTARA,KOTA TARAKAN,6571,Listrik/Gas,"5,978"
KALIMANTAN UTARA,KOTA TARAKAN,6571,Minyak tanah,"3,169"
KALIMANTAN UTARA,KOTA TARAKAN,6571,Briket/Arang/Kayu,979
KALIMANTAN UTARA,KOTA TARAKAN,6571,Tidak memasak di rumah,54
KALIMANTAN UTARA,TOTAL,"10,746",Listrik/Gas,"6,015"
KALIMANTAN UTARA,TOTAL,"10,746",Minyak tanah,"16,969"
KALIMANTAN UTARA,TOTAL,"10,746",Briket/Arang/Kayu,92
SULAWESI UTARA,BOLAANG MONGONDOW,7101,Listrik/Gas,"4,949"
SULAWESI UTARA,BOLAANG MONGONDOW,7101,Minyak tanah,77
SULAWESI UTARA,BOLAANG MONGONDOW,7101,Briket/Arang/Kayu,"20,735"
SULAWESI UTARA,BOLAANG MONGONDOW,7101,Tidak memasak di rumah,31
SULAWESI UTARA,MINAHASA,7102,Listrik/Gas,"9,726"
SULAWESI UTARA,MINAHASA,7102,Minyak tanah,192
SULAWESI UTARA,MINAHASA,7102,Briket/Arang/Kayu,"10,592"
SULAWESI UTARA,MINAHASA,7102,Tidak memasak di rumah,25
SULAWESI UTARA,KEPULAUAN SANGIHE,7103,Listrik/Gas,36
SULAWESI UTARA,KEPULAUAN SANGIHE,7103,Minyak tanah,"1,290"
SULAWESI UTARA,KEPULAUAN SANGIHE,7103,Briket/Arang/Kayu,"8,326"
SULAWESI UTARA,KEPULAUAN SANGIHE,7103,Tidak memasak di rumah,7
SULAWESI UTARA,KEPULAUAN TALAUD,7104,Listrik/Gas,40
SULAWESI UTARA,KEPULAUAN TALAUD,7104,Minyak tanah,303
SULAWESI UTARA,KEPULAUAN TALAUD,7104,Briket/Arang/Kayu,"6,861"
SULAWESI UTARA,KEPULAUAN TALAUD,7104,Tidak memasak di rumah,4
SULAWESI UTARA,MINAHASA SELATAN,7105,Listrik/Gas,"6,179"
SULAWESI UTARA,MINAHASA SELATAN,7105,Minyak tanah,188
SULAWESI UTARA,MINAHASA SELATAN,7105,Briket/Arang/Kayu,"18,647"
SULAWESI UTARA,MINAHASA SELATAN,7105,Tidak memasak di rumah,28
SULAWESI UTARA,MINAHASA UTARA,7106,Listrik/Gas,"6,435"
SULAWESI UTARA,MINAHASA UTARA,7106,Minyak tanah,890
SULAWESI UTARA,MINAHASA UTARA,7106,Briket/Arang/Kayu,"9,051"
SULAWESI UTARA,MINAHASA UTARA,7106,Tidak memasak di rumah,30
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,7107,Listrik/Gas,"1,011"
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,7107,Minyak tanah,41
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,7107,Briket/Arang/Kayu,"6,032"
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,7107,Tidak memasak di rumah,10
SULAWESI UTARA,SIAU TAGULANDANG BIARO,7108,Listrik/Gas,14
SULAWESI UTARA,SIAU TAGULANDANG BIARO,7108,Minyak tanah,219
SULAWESI UTARA,SIAU TAGULANDANG BIARO,7108,Briket/Arang/Kayu,"2,609"
SULAWESI UTARA,SIAU TAGULANDANG BIARO,7108,Tidak memasak di rumah,4
SULAWESI UTARA,MINAHASA TENGGARA,7109,Listrik/Gas,"3,119"
SULAWESI UTARA,MINAHASA TENGGARA,7109,Minyak tanah,181
SULAWESI UTARA,MINAHASA TENGGARA,7109,Briket/Arang/Kayu,"6,160"
SULAWESI UTARA,MINAHASA TENGGARA,7109,Tidak memasak di rumah,42
SULAWESI UTARA,BOLAANG MONGONDOW SELATAN,7110,Listrik/Gas,"1,525"
SULAWESI UTARA,BOLAANG MONGONDOW SELATAN,7110,Minyak tanah,13
SULAWESI UTARA,BOLAANG MONGONDOW SELATAN,7110,Briket/Arang/Kayu,"3,583"
SULAWESI UTARA,BOLAANG MONGONDOW SELATAN,7110,Tidak memasak di rumah,13
SULAWESI UTARA,BOLAANG MONGONDOW TIMUR,7111,Listrik/Gas,"1,083"
SULAWESI UTARA,BOLAANG MONGONDOW TIMUR,7111,Minyak tanah,55
SULAWESI UTARA,BOLAANG MONGONDOW TIMUR,7111,Briket/Arang/Kayu,"3,887"
SULAWESI UTARA,BOLAANG MONGONDOW TIMUR,7111,Tidak memasak di rumah,7
SULAWESI UTARA,KOTA MANADO,7171,Listrik/Gas,"12,658"
SULAWESI UTARA,KOTA MANADO,7171,Minyak tanah,"2,760"
SULAWESI UTARA,KOTA MANADO,7171,Briket/Arang/Kayu,"3,752"
SULAWESI UTARA,KOTA MANADO,7171,Tidak memasak di rumah,141
SULAWESI UTARA,KOTA BITUNG,7172,Listrik/Gas,"4,800"
SULAWESI UTARA,KOTA BITUNG,7172,Minyak tanah,"2,703"
SULAWESI UTARA,KOTA BITUNG,7172,Briket/Arang/Kayu,"5,523"
SULAWESI UTARA,KOTA BITUNG,7172,Tidak memasak di rumah,59
SULAWESI UTARA,KOTA TOMOHON,7173,Listrik/Gas,"5,390"
SULAWESI UTARA,KOTA TOMOHON,7173,Minyak tanah,18
SULAWESI UTARA,KOTA TOMOHON,7173,Briket/Arang/Kayu,"2,230"
SULAWESI UTARA,KOTA TOMOHON,7173,Tidak memasak di rumah,36
SULAWESI UTARA,KOTAMOBAGU,7174,Listrik/Gas,"2,511"
SULAWESI UTARA,KOTAMOBAGU,7174,Minyak tanah,267
SULAWESI UTARA,KOTAMOBAGU,7174,Briket/Arang/Kayu,"4,908"
SULAWESI UTARA,KOTAMOBAGU,7174,Tidak memasak di rumah,21
SULAWESI UTARA,TOTAL,"59,476",Listrik/Gas,"9,197"
SULAWESI UTARA,TOTAL,"59,476",Minyak tanah,"112,896"
SULAWESI UTARA,TOTAL,"59,476",Briket/Arang/Kayu,458
SULAWESI TENGAH,BANGGAI KEPULAUAN,7201,Listrik/Gas,8
SULAWESI TENGAH,BANGGAI KEPULAUAN,7201,Minyak tanah,264
SULAWESI TENGAH,BANGGAI KEPULAUAN,7201,Briket/Arang/Kayu,"11,903"
SULAWESI TENGAH,BANGGAI KEPULAUAN,7201,Tidak memasak di rumah,16
SULAWESI TENGAH,BANGGAI,7202,Listrik/Gas,158
SULAWESI TENGAH,BANGGAI,7202,Minyak tanah,"2,739"
SULAWESI TENGAH,BANGGAI,7202,Briket/Arang/Kayu,"32,113"
SULAWESI TENGAH,BANGGAI,7202,Tidak memasak di rumah,122
SULAWESI TENGAH,MOROWALI,7203,Listrik/Gas,196
SULAWESI TENGAH,MOROWALI,7203,Minyak tanah,"1,359"
SULAWESI TENGAH,MOROWALI,7203,Briket/Arang/Kayu,"8,437"
SULAWESI TENGAH,MOROWALI,7203,Tidak memasak di rumah,20
SULAWESI TENGAH,POSO,7204,Listrik/Gas,"1,224"
SULAWESI TENGAH,POSO,7204,Minyak tanah,"1,121"
SULAWESI TENGAH,POSO,7204,Briket/Arang/Kayu,"21,843"
SULAWESI TENGAH,POSO,7204,Tidak memasak di rumah,49
SULAWESI TENGAH,DONGGALA,7205,Listrik/Gas,"1,267"
SULAWESI TENGAH,DONGGALA,7205,Minyak tanah,990
SULAWESI TENGAH,DONGGALA,7205,Briket/Arang/Kayu,"29,954"
SULAWESI TENGAH,DONGGALA,7205,Tidak memasak di rumah,85
SULAWESI TENGAH,TOLI-TOLI,7206,Listrik/Gas,111
SULAWESI TENGAH,TOLI-TOLI,7206,Minyak tanah,987
SULAWESI TENGAH,TOLI-TOLI,7206,Briket/Arang/Kayu,"18,114"
SULAWESI TENGAH,TOLI-TOLI,7206,Tidak memasak di rumah,37
SULAWESI TENGAH,BUOL,7207,Listrik/Gas,88
SULAWESI TENGAH,BUOL,7207,Minyak tanah,156
SULAWESI TENGAH,BUOL,7207,Briket/Arang/Kayu,"13,141"
SULAWESI TENGAH,BUOL,7207,Tidak memasak di rumah,16
SULAWESI TENGAH,PARIGI MOUTONG,7208,Listrik/Gas,"1,602"
SULAWESI TENGAH,PARIGI MOUTONG,7208,Minyak tanah,"1,379"
SULAWESI TENGAH,PARIGI MOUTONG,7208,Briket/Arang/Kayu,"40,941"
SULAWESI TENGAH,PARIGI MOUTONG,7208,Tidak memasak di rumah,66
SULAWESI TENGAH,TOJO UNA-UNA,7209,Listrik/Gas,15
SULAWESI TENGAH,TOJO UNA-UNA,7209,Minyak tanah,422
SULAWESI TENGAH,TOJO UNA-UNA,7209,Briket/Arang/Kayu,"13,903"
SULAWESI TENGAH,TOJO UNA-UNA,7209,Tidak memasak di rumah,13
SULAWESI TENGAH,SIGI,7210,Listrik/Gas,"1,790"
SULAWESI TENGAH,SIGI,7210,Minyak tanah,338
SULAWESI TENGAH,SIGI,7210,Briket/Arang/Kayu,"19,921"
SULAWESI TENGAH,SIGI,7210,Tidak memasak di rumah,34
SULAWESI TENGAH,BANGGAI LAUT,7211,Listrik/Gas,17
SULAWESI TENGAH,BANGGAI LAUT,7211,Minyak tanah,420
SULAWESI TENGAH,BANGGAI LAUT,7211,Briket/Arang/Kayu,"3,820"
SULAWESI TENGAH,BANGGAI LAUT,7211,Tidak memasak di rumah,12
SULAWESI TENGAH,MOROWALI UTARA,7212,Listrik/Gas,103
SULAWESI TENGAH,MOROWALI UTARA,7212,Minyak tanah,605
SULAWESI TENGAH,MOROWALI UTARA,7212,Briket/Arang/Kayu,"9,161"
SULAWESI TENGAH,MOROWALI UTARA,7212,Tidak memasak di rumah,22
SULAWESI TENGAH,KOTA PALU,7271,Listrik/Gas,"4,576"
SULAWESI TENGAH,KOTA PALU,7271,Minyak tanah,"2,596"
SULAWESI TENGAH,KOTA PALU,7271,Briket/Arang/Kayu,"5,961"
SULAWESI TENGAH,KOTA PALU,7271,Tidak memasak di rumah,70
SULAWESI TENGAH,TOTAL,"11,155",Listrik/Gas,"13,376"
SULAWESI TENGAH,TOTAL,"11,155",Minyak tanah,"229,212"
SULAWESI TENGAH,TOTAL,"11,155",Briket/Arang/Kayu,562
SULAWESI SELATAN,KEPULAUAN SELAYAR,7301,Listrik/Gas,"3,910"
SULAWESI SELATAN,KEPULAUAN SELAYAR,7301,Minyak tanah,51
SULAWESI SELATAN,KEPULAUAN SELAYAR,7301,Briket/Arang/Kayu,"9,540"
SULAWESI SELATAN,KEPULAUAN SELAYAR,7301,Tidak memasak di rumah,74
SULAWESI SELATAN,BULUKUMBA,7302,Listrik/Gas,"12,323"
SULAWESI SELATAN,BULUKUMBA,7302,Minyak tanah,37
SULAWESI SELATAN,BULUKUMBA,7302,Briket/Arang/Kayu,"23,082"
SULAWESI SELATAN,BULUKUMBA,7302,Tidak memasak di rumah,91
SULAWESI SELATAN,BANTAENG,7303,Listrik/Gas,"5,505"
SULAWESI SELATAN,BANTAENG,7303,Minyak tanah,15
SULAWESI SELATAN,BANTAENG,7303,Briket/Arang/Kayu,"11,285"
SULAWESI SELATAN,BANTAENG,7303,Tidak memasak di rumah,33
SULAWESI SELATAN,JENEPONTO,7304,Listrik/Gas,"28,466"
SULAWESI SELATAN,JENEPONTO,7304,Minyak tanah,53
SULAWESI SELATAN,JENEPONTO,7304,Briket/Arang/Kayu,"22,939"
SULAWESI SELATAN,JENEPONTO,7304,Tidak memasak di rumah,151
SULAWESI SELATAN,TAKALAR,7305,Listrik/Gas,"29,739"
SULAWESI SELATAN,TAKALAR,7305,Minyak tanah,44
SULAWESI SELATAN,TAKALAR,7305,Briket/Arang/Kayu,"4,260"
SULAWESI SELATAN,TAKALAR,7305,Tidak memasak di rumah,95
SULAWESI SELATAN,GOWA,7306,Listrik/Gas,"49,630"
SULAWESI SELATAN,GOWA,7306,Minyak tanah,213
SULAWESI SELATAN,GOWA,7306,Briket/Arang/Kayu,"19,969"
SULAWESI SELATAN,GOWA,7306,Tidak memasak di rumah,213
SULAWESI SELATAN,SINJAI,7307,Listrik/Gas,"4,272"
SULAWESI SELATAN,SINJAI,7307,Minyak tanah,17
SULAWESI SELATAN,SINJAI,7307,Briket/Arang/Kayu,"16,531"
SULAWESI SELATAN,SINJAI,7307,Tidak memasak di rumah,51
SULAWESI SELATAN,MAROS,7308,Listrik/Gas,"22,369"
SULAWESI SELATAN,MAROS,7308,Minyak tanah,51
SULAWESI SELATAN,MAROS,7308,Briket/Arang/Kayu,"7,986"
SULAWESI SELATAN,MAROS,7308,Tidak memasak di rumah,82
SULAWESI SELATAN,PANGKAJENE DAN KEPULAUAN,7309,Listrik/Gas,"23,049"
SULAWESI SELATAN,PANGKAJENE DAN KEPULAUAN,7309,Minyak tanah,52
SULAWESI SELATAN,PANGKAJENE DAN KEPULAUAN,7309,Briket/Arang/Kayu,"8,905"
SULAWESI SELATAN,PANGKAJENE DAN KEPULAUAN,7309,Tidak memasak di rumah,81
SULAWESI SELATAN,BARRU,7310,Listrik/Gas,"10,028"
SULAWESI SELATAN,BARRU,7310,Minyak tanah,10
SULAWESI SELATAN,BARRU,7310,Briket/Arang/Kayu,"6,425"
SULAWESI SELATAN,BARRU,7310,Tidak memasak di rumah,62
SULAWESI SELATAN,BONE,7311,Listrik/Gas,"25,124"
SULAWESI SELATAN,BONE,7311,Minyak tanah,78
SULAWESI SELATAN,BONE,7311,Briket/Arang/Kayu,"54,641"
SULAWESI SELATAN,BONE,7311,Tidak memasak di rumah,312
SULAWESI SELATAN,SOPPENG,7312,Listrik/Gas,"7,523"
SULAWESI SELATAN,SOPPENG,7312,Minyak tanah,20
SULAWESI SELATAN,SOPPENG,7312,Briket/Arang/Kayu,"13,992"
SULAWESI SELATAN,SOPPENG,7312,Tidak memasak di rumah,117
SULAWESI SELATAN,WAJO,7313,Listrik/Gas,"12,581"
SULAWESI SELATAN,WAJO,7313,Minyak tanah,34
SULAWESI SELATAN,WAJO,7313,Briket/Arang/Kayu,"17,175"
SULAWESI SELATAN,WAJO,7313,Tidak memasak di rumah,94
SULAWESI SELATAN,SIDENRENG RAPPANG,7314,Listrik/Gas,"15,674"
SULAWESI SELATAN,SIDENRENG RAPPANG,7314,Minyak tanah,25
SULAWESI SELATAN,SIDENRENG RAPPANG,7314,Briket/Arang/Kayu,"5,620"
SULAWESI SELATAN,SIDENRENG RAPPANG,7314,Tidak memasak di rumah,111
SULAWESI SELATAN,PINRANG,7315,Listrik/Gas,"15,880"
SULAWESI SELATAN,PINRANG,7315,Minyak tanah,32
SULAWESI SELATAN,PINRANG,7315,Briket/Arang/Kayu,"7,011"
SULAWESI SELATAN,PINRANG,7315,Tidak memasak di rumah,84
SULAWESI SELATAN,ENREKANG,7316,Listrik/Gas,"6,487"
SULAWESI SELATAN,ENREKANG,7316,Minyak tanah,5
SULAWESI SELATAN,ENREKANG,7316,Briket/Arang/Kayu,"13,277"
SULAWESI SELATAN,ENREKANG,7316,Tidak memasak di rumah,50
SULAWESI SELATAN,LUWU,7317,Listrik/Gas,"14,395"
SULAWESI SELATAN,LUWU,7317,Minyak tanah,29
SULAWESI SELATAN,LUWU,7317,Briket/Arang/Kayu,"19,193"
SULAWESI SELATAN,LUWU,7317,Tidak memasak di rumah,80
SULAWESI SELATAN,TANA TORAJA,7318,Listrik/Gas,"1,145"
SULAWESI SELATAN,TANA TORAJA,7318,Minyak tanah,14
SULAWESI SELATAN,TANA TORAJA,7318,Briket/Arang/Kayu,"23,075"
SULAWESI SELATAN,TANA TORAJA,7318,Tidak memasak di rumah,23
SULAWESI SELATAN,LUWU UTARA,7322,Listrik/Gas,"14,808"
SULAWESI SELATAN,LUWU UTARA,7322,Minyak tanah,23
SULAWESI SELATAN,LUWU UTARA,7322,Briket/Arang/Kayu,"17,025"
SULAWESI SELATAN,LUWU UTARA,7322,Tidak memasak di rumah,107
SULAWESI SELATAN,LUWU TIMUR,7325,Listrik/Gas,"8,879"
SULAWESI SELATAN,LUWU TIMUR,7325,Minyak tanah,25
SULAWESI SELATAN,LUWU TIMUR,7325,Briket/Arang/Kayu,"9,556"
SULAWESI SELATAN,LUWU TIMUR,7325,Tidak memasak di rumah,53
SULAWESI SELATAN,TORAJA UTARA,7326,Listrik/Gas,"2,306"
SULAWESI SELATAN,TORAJA UTARA,7326,Minyak tanah,26
SULAWESI SELATAN,TORAJA UTARA,7326,Briket/Arang/Kayu,"21,281"
SULAWESI SELATAN,TORAJA UTARA,7326,Tidak memasak di rumah,52
SULAWESI SELATAN,KOTA MAKASSAR,7371,Listrik/Gas,"48,425"
SULAWESI SELATAN,KOTA MAKASSAR,7371,Minyak tanah,"1,090"
SULAWESI SELATAN,KOTA MAKASSAR,7371,Briket/Arang/Kayu,798
SULAWESI SELATAN,KOTA MAKASSAR,7371,Tidak memasak di rumah,203
SULAWESI SELATAN,KOTA PAREPARE,7372,Listrik/Gas,"6,559"
SULAWESI SELATAN,KOTA PAREPARE,7372,Minyak tanah,37
SULAWESI SELATAN,KOTA PAREPARE,7372,Briket/Arang/Kayu,517
SULAWESI SELATAN,KOTA PAREPARE,7372,Tidak memasak di rumah,23
SULAWESI SELATAN,KOTA PALOPO,7373,Listrik/Gas,"5,592"
SULAWESI SELATAN,KOTA PALOPO,7373,Minyak tanah,6
SULAWESI SELATAN,KOTA PALOPO,7373,Briket/Arang/Kayu,"1,658"
SULAWESI SELATAN,KOTA PALOPO,7373,Tidak memasak di rumah,19
SULAWESI SELATAN,TOTAL,"374,669",Listrik/Gas,"1,987"
SULAWESI SELATAN,TOTAL,"374,669",Minyak tanah,"335,741"
SULAWESI SELATAN,TOTAL,"374,669",Briket/Arang/Kayu,"2,261"
SULAWESI TENGGARA,BUTON,7401,Listrik/Gas,34
SULAWESI TENGGARA,BUTON,7401,Minyak tanah,565
SULAWESI TENGGARA,BUTON,7401,Briket/Arang/Kayu,"9,845"
SULAWESI TENGGARA,BUTON,7401,Tidak memasak di rumah,22
SULAWESI TENGGARA,MUNA,7402,Listrik/Gas,34
SULAWESI TENGGARA,MUNA,7402,Minyak tanah,"1,145"
SULAWESI TENGGARA,MUNA,7402,Briket/Arang/Kayu,"24,237"
SULAWESI TENGGARA,MUNA,7402,Tidak memasak di rumah,31
SULAWESI TENGGARA,KONAWE,7403,Listrik/Gas,"2,877"
SULAWESI TENGGARA,KONAWE,7403,Minyak tanah,332
SULAWESI TENGGARA,KONAWE,7403,Briket/Arang/Kayu,"17,622"
SULAWESI TENGGARA,KONAWE,7403,Tidak memasak di rumah,36
SULAWESI TENGGARA,KOLAKA,7404,Listrik/Gas,"4,273"
SULAWESI TENGGARA,KOLAKA,7404,Minyak tanah,322
SULAWESI TENGGARA,KOLAKA,7404,Briket/Arang/Kayu,"8,479"
SULAWESI TENGGARA,KOLAKA,7404,Tidak memasak di rumah,22
SULAWESI TENGGARA,KONAWE SELATAN,7405,Listrik/Gas,"1,575"
SULAWESI TENGGARA,KONAWE SELATAN,7405,Minyak tanah,156
SULAWESI TENGGARA,KONAWE SELATAN,7405,Briket/Arang/Kayu,"21,503"
SULAWESI TENGGARA,KONAWE SELATAN,7405,Tidak memasak di rumah,44
SULAWESI TENGGARA,BOMBANA,7406,Listrik/Gas,"2,063"
SULAWESI TENGGARA,BOMBANA,7406,Minyak tanah,"1,008"
SULAWESI TENGGARA,BOMBANA,7406,Briket/Arang/Kayu,"13,445"
SULAWESI TENGGARA,BOMBANA,7406,Tidak memasak di rumah,48
SULAWESI TENGGARA,WAKATOBI,7407,Listrik/Gas,54
SULAWESI TENGGARA,WAKATOBI,7407,Minyak tanah,590
SULAWESI TENGGARA,WAKATOBI,7407,Briket/Arang/Kayu,"6,363"
SULAWESI TENGGARA,WAKATOBI,7407,Tidak memasak di rumah,6
SULAWESI TENGGARA,KOLAKA UTARA,7408,Listrik/Gas,"8,350"
SULAWESI TENGGARA,KOLAKA UTARA,7408,Minyak tanah,164
SULAWESI TENGGARA,KOLAKA UTARA,7408,Briket/Arang/Kayu,"8,109"
SULAWESI TENGGARA,KOLAKA UTARA,7408,Tidak memasak di rumah,23
SULAWESI TENGGARA,BUTON UTARA,7409,Listrik/Gas,14
SULAWESI TENGGARA,BUTON UTARA,7409,Minyak tanah,181
SULAWESI TENGGARA,BUTON UTARA,7409,Briket/Arang/Kayu,"6,656"
SULAWESI TENGGARA,BUTON UTARA,7409,Tidak memasak di rumah,15
SULAWESI TENGGARA,KONAWE UTARA,7410,Listrik/Gas,800
SULAWESI TENGGARA,KONAWE UTARA,7410,Minyak tanah,78
SULAWESI TENGGARA,KONAWE UTARA,7410,Briket/Arang/Kayu,"4,474"
SULAWESI TENGGARA,KONAWE UTARA,7410,Tidak memasak di rumah,2
SULAWESI TENGGARA,KOLAKA TIMUR,7411,Listrik/Gas,"1,754"
SULAWESI TENGGARA,KOLAKA TIMUR,7411,Minyak tanah,50
SULAWESI TENGGARA,KOLAKA TIMUR,7411,Briket/Arang/Kayu,"8,019"
SULAWESI TENGGARA,KOLAKA TIMUR,7411,Tidak memasak di rumah,10
SULAWESI TENGGARA,KONAWE KEPULAUAN,7412,Listrik/Gas,356
SULAWESI TENGGARA,KONAWE KEPULAUAN,7412,Minyak tanah,36
SULAWESI TENGGARA,KONAWE KEPULAUAN,7412,Briket/Arang/Kayu,"5,005"
SULAWESI TENGGARA,KONAWE KEPULAUAN,7412,Tidak memasak di rumah,3
SULAWESI TENGGARA,MUNA BARAT,7413,Listrik/Gas,42
SULAWESI TENGGARA,MUNA BARAT,7413,Minyak tanah,135
SULAWESI TENGGARA,MUNA BARAT,7413,Briket/Arang/Kayu,"11,417"
SULAWESI TENGGARA,MUNA BARAT,7413,Tidak memasak di rumah,11
SULAWESI TENGGARA,BUTON TENGAH,7414,Listrik/Gas,26
SULAWESI TENGGARA,BUTON TENGAH,7414,Minyak tanah,"1,439"
SULAWESI TENGGARA,BUTON TENGAH,7414,Briket/Arang/Kayu,"11,446"
SULAWESI TENGGARA,BUTON TENGAH,7414,Tidak memasak di rumah,53
SULAWESI TENGGARA,BUTON SELATAN,7415,Listrik/Gas,33
SULAWESI TENGGARA,BUTON SELATAN,7415,Minyak tanah,294
SULAWESI TENGGARA,BUTON SELATAN,7415,Briket/Arang/Kayu,"9,240"
