Provinsi,NamaKab/Kota,KodeKab/Kota,Jenis kelamin,SD/SDLB/Paket A,M. Ibtidaiyah,SMP/SMPLB/Paket B,M. Tsanawiyah,SMA/SMK/SMALB/Paket C,M. Aliyah,Perguruan Tinggi
SULAWESI TENGGARA,KOLAKA TIMUR,7411,L,"3,082",19,"1,146",93,568,8,36
SULAWESI TENGGARA,KONAWE KEPULAUAN,7412,P,"1,686",2,774,77,400,0,42
SULAWESI TENGGARA,KONAWE KEPULAUAN,7412,L,"1,900",5,799,69,447,4,27
SULAWESI TENGGARA,MUNA BARAT,7413,P,"3,522",27,"1,561",67,"1,055",63,188
SULAWESI TENGGARA,MUNA BARAT,7413,L,"3,694",20,"1,592",62,"1,080",42,142
SULAWESI TENGGARA,BUTON TENGAH,7414,P,"4,251",136,"1,751",380,"1,166",182,136
SULAWESI TENGGARA,BUTON TENGAH,7414,L,"4,638",167,"1,555",327,956,110,156
SULAWESI TENGGARA,BUTON SELATAN,7415,P,"4,198",54,"1,790",172,"1,083",100,95
SULAWESI TENGGARA,BUTON SELATAN,7415,L,"4,667",51,"1,642",180,800,76,95
SULAWESI TENGGARA,KOTA KENDARI,7471,P,"5,940",14,"2,568",57,"1,946",21,"1,009"
SULAWESI TENGGARA,KOTA KENDARI,7471,L,"6,611",28,"2,773",55,"1,890",15,732
SULAWESI TENGGARA,KOTA BAUBAU,7472,P,"4,261",50,"1,874",60,"1,347",41,506
SULAWESI TENGGARA,KOTA BAUBAU,7472,L,"4,590",61,"1,981",64,"1,277",28,364
GORONTALO,BOALEMO,7501,P,"4,460",48,"1,662",146,893,52,230
GORONTALO,BOALEMO,7501,L,"4,735",73,"1,584",106,812,33,143
GORONTALO,GORONTALO,7502,P,"12,681",225,"4,906",409,"3,090",215,858
GORONTALO,GORONTALO,7502,L,"13,390",216,"4,243",317,"2,603",131,463
GORONTALO,POHUWATO,7503,P,"3,768",82,"1,370",246,802,101,176
GORONTALO,POHUWATO,7503,L,"3,997",87,"1,272",204,630,86,143
GORONTALO,BONE BOLANGO,7504,P,"4,545",92,"1,879",124,"1,057",35,275
GORONTALO,BONE BOLANGO,7504,L,"4,889",122,"1,710",120,905,23,131
GORONTALO,GORONTALO UTARA,7505,P,"3,909",96,"1,556",135,855,47,165
GORONTALO,GORONTALO UTARA,7505,L,"4,151",106,"1,381",93,697,50,83
GORONTALO,KOTA GORONTALO,7571,P,"4,085",19,"1,801",32,"1,230",24,418
GORONTALO,KOTA GORONTALO,7571,L,"4,562",21,"1,874",33,"1,036",16,238
SULAWESI BARAT,MAJENE,7601,P,"6,917",104,"2,589",408,"1,896",182,691
SULAWESI BARAT,MAJENE,7601,L,"7,359",123,"2,305",435,"1,527",192,542
SULAWESI BARAT,POLEWALI MANDAR,7602,P,"12,937",665,"4,831",897,"2,781",362,742
SULAWESI BARAT,POLEWALI MANDAR,7602,L,"14,335",675,"4,559",887,"2,535",332,615
SULAWESI BARAT,MAMASA,7603,P,"6,446",40,"3,456",44,"1,736",21,193
SULAWESI BARAT,MAMASA,7603,L,"7,300",47,"3,380",40,"1,643",19,152
SULAWESI BARAT,MAMUJU,7604,P,"6,405",86,"2,401",168,"1,125",111,164
SULAWESI BARAT,MAMUJU,7604,L,"6,980",100,"2,322",135,999,96,149
SULAWESI BARAT,MAMUJU UTARA,7605,P,"3,614",14,"1,398",47,716,54,68
SULAWESI BARAT,MAMUJU UTARA,7605,L,"3,960",4,"1,296",48,676,42,52
SULAWESI BARAT,MAMUJU TENGAH,7606,P,"2,305",8,898,49,441,40,21
SULAWESI BARAT,MAMUJU TENGAH,7606,L,"2,550",11,891,69,455,18,22
MALUKU,MALUKU TENGGARA BARAT,8101,P,"5,147",3,"2,340",0,"1,246",0,145
MALUKU,MALUKU TENGGARA BARAT,8101,L,"5,696",2,"2,383",0,"1,287",0,114
MALUKU,MALUKU TENGGARA,8102,P,"4,006",41,"1,586",72,796,21,128
MALUKU,MALUKU TENGGARA,8102,L,"4,542",56,"1,581",60,865,27,110
MALUKU,MALUKU TENGAH,8103,P,"13,201",218,"6,682",380,"5,203",175,"1,318"
MALUKU,MALUKU TENGAH,8103,L,"14,659",259,"6,934",377,"5,267",129,705
MALUKU,BURU,8104,P,"3,451",35,"1,548",21,982,5,119
MALUKU,BURU,8104,L,"3,933",23,"1,608",18,987,4,91
MALUKU,KEPULAUAN ARU,8105,P,"3,686",2,"1,000",11,348,0,6
MALUKU,KEPULAUAN ARU,8105,L,"4,210",4,884,5,283,3,7
MALUKU,SERAM BAGIAN BARAT,8106,P,"8,453",160,"4,131",88,"2,862",69,167
MALUKU,SERAM BAGIAN BARAT,8106,L,"9,248",183,"4,373",101,"2,788",50,118
MALUKU,SERAM BAGIAN TIMUR,8107,P,"4,318",159,"1,451",184,733,84,35
MALUKU,SERAM BAGIAN TIMUR,8107,L,"4,965",147,"1,553",195,727,79,47
MALUKU,MALUKU BARAT DAYA,8108,P,"4,160",1,"1,539",1,748,0,34
MALUKU,MALUKU BARAT DAYA,8108,L,"4,611",3,"1,570",2,775,0,22
MALUKU,BURU SELATAN,8109,P,"2,603",20,"1,115",0,735,0,84
MALUKU,BURU SELATAN,8109,L,"2,988",14,"1,195",0,888,2,114
MALUKU,KOTA AMBON,8171,P,"5,927",7,"3,173",8,"2,456",4,"1,371"
MALUKU,KOTA AMBON,8171,L,"6,673",7,"3,427",3,"2,539",4,908
MALUKU,KOTA TUAL,8172,P,"2,073",26,912,47,607,27,247
MALUKU,KOTA TUAL,8172,L,"2,256",37,965,45,598,20,185
MALUKU UTARA,HALMAHERA BARAT,8201,P,"2,927",2,"1,375",2,556,1,27
MALUKU UTARA,HALMAHERA BARAT,8201,L,"3,176",2,"1,334",4,573,5,24
MALUKU UTARA,HALMAHERA TENGAH,8202,P,"1,741",36,770,41,473,24,0
MALUKU UTARA,HALMAHERA TENGAH,8202,L,"1,887",39,751,44,529,22,1
MALUKU UTARA,KEPULAUAN SULA,8203,P,"1,812",20,859,66,520,28,64
MALUKU UTARA,KEPULAUAN SULA,8203,L,"2,006",27,930,81,494,35,45
MALUKU UTARA,HALMAHERA SELATAN,8204,P,"4,464",61,"1,837",56,"1,040",14,37
MALUKU UTARA,HALMAHERA SELATAN,8204,L,"4,907",70,"2,065",49,"1,112",17,35
MALUKU UTARA,HALMAHERA UTARA,8205,P,"2,960",51,"1,083",29,444,2,44
MALUKU UTARA,HALMAHERA UTARA,8205,L,"3,166",58,"1,080",30,374,5,30
MALUKU UTARA,HALMAHERA TIMUR,8206,P,"1,995",6,893,5,581,14,0
MALUKU UTARA,HALMAHERA TIMUR,8206,L,"2,205",8,952,9,549,6,1
MALUKU UTARA,PULAU MOROTAI,8207,P,"1,746",5,566,22,240,6,7
MALUKU UTARA,PULAU MOROTAI,8207,L,"1,913",3,581,13,319,1,4
MALUKU UTARA,PULAU TALIABU,8208,P,869,6,369,21,186,12,17
MALUKU UTARA,PULAU TALIABU,8208,L,963,10,328,14,192,12,18
MALUKU UTARA,KOTA TERNATE,8271,P,"1,146",19,558,25,313,2,85
MALUKU UTARA,KOTA TERNATE,8271,L,"1,256",14,598,13,315,1,49
MALUKU UTARA,KOTA TIDORE KEPULAUAN,8272,P,"1,762",23,845,58,509,62,254
MALUKU UTARA,KOTA TIDORE KEPULAUAN,8272,L,"1,897",27,867,37,630,48,246
PAPUA BARAT,FAKFAK,9101,P,"3,092",4,968,75,554,28,252
PAPUA BARAT,FAKFAK,9101,L,"3,349",3,994,50,552,18,245
PAPUA BARAT,KAIMANA,9102,P,"1,926",0,282,2,131,0,7
PAPUA BARAT,KAIMANA,9102,L,"2,179",0,342,0,107,0,8
PAPUA BARAT,TELUK WONDAMA,9103,P,"1,271",0,291,0,68,0,2
PAPUA BARAT,TELUK WONDAMA,9103,L,"1,303",1,292,0,85,0,4
PAPUA BARAT,TELUK BINTUNI,9104,P,"2,082",2,631,0,191,0,24
PAPUA BARAT,TELUK BINTUNI,9104,L,"2,466",2,662,0,196,0,29
PAPUA BARAT,MANOKWARI,9105,P,"2,979",42,"1,153",2,397,2,222
PAPUA BARAT,MANOKWARI,9105,L,"3,332",26,"1,234",4,412,0,252
PAPUA BARAT,SORONG SELATAN,9106,P,"1,851",4,460,1,195,1,9
PAPUA BARAT,SORONG SELATAN,9106,L,"2,042",6,490,0,209,1,26
PAPUA BARAT,SORONG,9107,P,"2,723",8,958,6,406,0,91
PAPUA BARAT,SORONG,9107,L,"3,003",9,"1,113",7,465,1,101
PAPUA BARAT,RAJA AMPAT,9108,P,"2,501",1,586,3,236,0,17
PAPUA BARAT,RAJA AMPAT,9108,L,"2,781",4,595,0,247,2,20
PAPUA BARAT,TAMBRAUW,9109,P,900,0,225,0,67,0,7
PAPUA BARAT,TAMBRAUW,9109,L,"1,015",0,276,0,85,0,36
PAPUA BARAT,MAYBRAT,9110,P,"1,024",1,407,0,229,0,17
PAPUA BARAT,MAYBRAT,9110,L,"1,153",1,428,0,254,0,13
PAPUA BARAT,MANOKWARI SELATAN,9111,P,949,2,352,1,88,0,38
PAPUA BARAT,MANOKWARI SELATAN,9111,L,"1,042",1,335,1,114,0,56
PAPUA BARAT,PEGUNUNGAN ARFAK,9112,P,"1,070",2,331,0,42,0,32
PAPUA BARAT,PEGUNUNGAN ARFAK,9112,L,"1,224",4,299,1,77,0,131
PAPUA BARAT,KOTA SORONG,9171,P,"4,498",6,"2,420",105,141,0,503
PAPUA BARAT,KOTA SORONG,9171,L,"5,104",11,"2,565",136,167,0,446
PAPUA,MERAUKE,9401,P,"4,623",10,"1,773",3,810,0,229
PAPUA,MERAUKE,9401,L,"5,309",3,"1,955",2,839,0,266
PAPUA,JAYAWIJAYA,9402,P,"1,490",4,530,2,98,0,14
PAPUA,JAYAWIJAYA,9402,L,"1,741",10,653,2,178,0,18
PAPUA,JAYAPURA,9403,P,"3,246",8,"1,620",8,194,0,190
PAPUA,JAYAPURA,9403,L,"3,731",10,"1,759",8,250,0,208
PAPUA,NABIRE,9404,P,"1,799",2,849,5,381,1,87
PAPUA,NABIRE,9404,L,"2,084",2,917,4,471,1,88
PAPUA,KEPULAUAN YAPEN,9408,P,"2,082",4,870,4,306,0,125
PAPUA,KEPULAUAN YAPEN,9408,L,"2,380",10,961,1,329,0,158
PAPUA,BIAK NUMFOR,9409,P,"4,524",3,"2,406",1,855,0,269
PAPUA,BIAK NUMFOR,9409,L,"5,069",0,"2,444",0,"1,035",0,230
PAPUA,PANIAI,9410,P,"2,043",1,437,0,146,0,0
PAPUA,PANIAI,9410,L,"3,118",0,769,0,278,0,4
PAPUA,PUNCAK JAYA,9411,P,713,0,155,0,74,0,2
PAPUA,PUNCAK JAYA,9411,L,864,0,214,0,101,1,8
PAPUA,MIMIKA,9412,P,"3,964",5,"1,371",1,135,0,42
PAPUA,MIMIKA,9412,L,"4,686",3,"1,671",0,188,0,51
PAPUA,BOVEN DIGOEL,9413,P,"1,963",3,618,1,21,0,26
PAPUA,BOVEN DIGOEL,9413,L,"2,206",6,716,1,39,0,52
PAPUA,MAPPI,9414,P,"4,029",4,671,5,9,0,15
PAPUA,MAPPI,9414,L,"4,585",7,951,16,18,0,32
PAPUA,ASMAT,9415,P,"2,861",19,360,1,48,0,32
PAPUA,ASMAT,9415,L,"3,417",20,615,4,105,0,52
PAPUA,YAHUKIMO,9416,P,782,1,116,1,8,0,0
PAPUA,YAHUKIMO,9416,L,"1,202",2,183,0,19,0,19
PAPUA,PEGUNUNGAN BINTANG,9417,P,"1,844",2,237,0,0,0,11
PAPUA,PEGUNUNGAN BINTANG,9417,L,"2,399",1,419,1,0,0,39
PAPUA,TOLIKARA,9418,P,338,0,117,0,18,0,3
PAPUA,TOLIKARA,9418,L,508,0,255,0,32,0,3
PAPUA,SARMI,9419,P,684,1,250,0,112,0,9
PAPUA,SARMI,9419,L,806,2,293,0,189,0,8
PAPUA,KEEROM,9420,P,"1,529",10,604,19,349,4,72
PAPUA,KEEROM,9420,L,"1,733",5,659,18,368,5,55
PAPUA,WAROPEN,9426,P,469,2,204,2,128,0,45
PAPUA,WAROPEN,9426,L,528,0,223,0,135,0,48
PAPUA,SUPIORI,9427,P,942,0,349,0,239,0,10
PAPUA,SUPIORI,9427,L,"1,019",2,349,0,282,0,13
PAPUA,MAMBERAMO RAYA,9428,P,258,1,81,0,45,0,0
PAPUA,MAMBERAMO RAYA,9428,L,340,1,130,0,55,0,1
PAPUA,NDUGA,9429,P,0,0,0,0,0,0,0
PAPUA,NDUGA,9429,L,0,0,0,0,0,0,0
PAPUA,LANNY JAYA,9430,P,440,1,232,0,51,0,0
PAPUA,LANNY JAYA,9430,L,614,3,284,2,82,0,2
PAPUA,MAMBERAMO TENGAH,9431,P,76,0,34,0,10,0,0
PAPUA,MAMBERAMO TENGAH,9431,L,67,0,33,0,14,0,1
PAPUA,YALIMO,9432,P,725,0,339,0,0,0,0
PAPUA,YALIMO,9432,L,782,0,398,0,0,0,0
PAPUA,PUNCAK,9433,P,158,0,63,0,33,0,1
PAPUA,PUNCAK,9433,L,236,0,93,0,49,0,3
PAPUA,DOGIYAI,9434,P,565,1,146,0,20,0,1
PAPUA,DOGIYAI,9434,L,"1,104",1,176,0,24,0,2
PAPUA,INTAN JAYA,9435,P,35,0,5,0,3,0,0
PAPUA,INTAN JAYA,9435,L,47,0,14,0,8,0,0
PAPUA,DEIYAI,9436,P,"1,047",0,247,0,124,0,0
PAPUA,DEIYAI,9436,L,"1,154",1,291,0,104,0,1
PAPUA,KOTA JAYAPURA,9471,P,"4,358",26,"2,239",12,"1,079",3,526
PAPUA,KOTA JAYAPURA,9471,L,"4,823",34,"2,415",11,"1,255",0,506
